UID,Latitude,Longitude,Name,City,St,Zip,Cat,Elev,Comments,Pin,Height
190056,38.968405,-80.230121,Low Clearance,Buckhannon,WV,26201,LC14,,14 - 2 height clearance,low_14_2_pushpin,
190057,39.618308,-78.283229,Low Clearance,Cacapon,WV,25422,LC14,,14 - 2 height clearance,low_14_2_pushpin,
190058,38.933614,-80.838888,Low Clearance,Glenville,WV,26351,LC14,,14 - 11 height clearance,low_14_11_pushpin,
190059,39.283288,-81.562088,Low Clearance,Parkersburg,WV,26101,LC14,,14 - 6 height clearance,low_14_6_pushpin,
190060,38.606838,-80.02653199999999,Low Clearance,Huttonsville,WV,26273,LC14,,14 - 5 height clearance,low_14_5_pushpin,
190061,38.873187,-80.449321,Low Clearance,Walkersville,WV,26447,LC14,,14 - 4 height clearance,low_14_4_pushpin,
190062,37.479007,-122.17248899999998,Low Clearance,Menlo Park,CA,94025,LC15,,15 - 2 height clearance,low_15_2_pushpin,
190063,35.621311,-95.962136,Low Clearance,Okmulgee,OK,74447,LC15,,15 - 7 height clearance,low_15_7_pushpin,
190064,34.011461,-118.495052,Low Clearance,Santa Monica,CA,90401,LC15,,15 - 1 height clearance,low_15_1_pushpin,
190065,45.097791,-95.979951,Low Clearance,Milan,MN,56262,LC15,,15 - 0 height clearance,low_15_0_pushpin,
190066,47.926649,-97.02887199999999,Low Clearance,East Grand Forks,MN,56721,LC15,,15 - 0 height clearance,low_15_0_pushpin,
190067,31.522714,-90.846152,Low Clearance,Meadville,MS,39653,LC15,,15 - 5 height clearance,low_15_5_pushpin,
190068,33.397172999999995,-90.272095,Low Clearance,Sidon,MS,38954,LC15,,15 - 0 height clearance,low_15_0_pushpin,
190069,40.307006,-94.533511,Low Clearance,Stanberry,MO,64489,LC15,,15 - 0 height clearance,low_15_0_pushpin,
190070,37.729471999999994,-93.87961700000001,Low Clearance,Stockton,MO,65785,LC15,,15 - 0 height clearance,low_15_0_pushpin,
190071,37.350481,-90.67061700000001,Low Clearance,Annapolis,MO,63620,LC15,,15 - 0 height clearance,low_15_0_pushpin,
190072,38.798289000000004,-90.467224,Low Clearance,Bridgeton,MO,63044,LC15,,15 - 5 height clearance,low_15_5_pushpin,
190073,37.383865,-93.79889200000001,Low Clearance,South Greenfield,MO,65752,LC15,,15 - 0 height clearance,low_15_0_pushpin,
190074,40.055504,-94.15905,Low Clearance,Pattonsburg,MO,64670,LC15,,15 - 0 height clearance,low_15_0_pushpin,
190075,37.517684,-91.469154,Low Clearance,Salem,MO,65560,LC15,,15 - 2 height clearance,low_15_2_pushpin,
190076,37.707439,-93.895258,Low Clearance,Stockton,MO,65785,LC15,,15 - 0 height clearance,low_15_0_pushpin,
190077,38.264388000000004,-90.389812,Low Clearance,Herculaneum,MO,63048,LC15,,15 - 2 height clearance,low_15_2_pushpin,
190078,36.671547,-93.02328100000001,Low Clearance,Kissee Mills,MO,65680,LC15,,15 - 3 height clearance,low_15_3_pushpin,
190079,39.167875,-94.395062,Low Clearance,Kansas City,MO,64161,LC15,,15 - 5 height clearance,low_15_5_pushpin,
190080,38.999032,-90.73859,Low Clearance,Winfield,MO,63389,LC15,,15 - 2 height clearance,low_15_2_pushpin,
190081,40.332962,-95.08024,Low Clearance,Skidmore,MO,64487,LC15,,15 - 5 height clearance,low_15_5_pushpin,
190082,36.994554,-89.443867,Low Clearance,Charleston,MO,63834,LC15,,15 - 3 height clearance,low_15_3_pushpin,
190083,39.157251,-94.623531,Low Clearance,Riverside,MO,64150,LC15,,15 - 4 height clearance,low_15_4_pushpin,
190084,36.648687,-91.200415,Low Clearance,Alton,MO,65606,LC15,,15 - 4 height clearance,low_15_4_pushpin,
190085,37.98081,-93.31170300000001,Low Clearance,Hermitage,MO,65668,LC15,,15 - 0 height clearance,low_15_0_pushpin,
190086,40.088065,-91.53828299999999,Low Clearance,Canton,MO,63448,LC15,,15 - 0 height clearance,low_15_0_pushpin,
190087,45.528624,-109.469474,Low Clearance,Absarokee,MT,59001,LC15,,15 - 0 height clearance,low_15_0_pushpin,
190088,42.876212,-100.266642,Low Clearance,Valentine,NE,69201,LC15,,15 - 0 height clearance,low_15_0_pushpin,
190089,42.732813,-99.48142,Low Clearance,Bassett,NE,68714,LC15,,15 - 0 height clearance,low_15_0_pushpin,
190090,40.511649,-100.06464100000001,Low Clearance,Eustis,NE,69028,LC15,,15 - 0 height clearance,low_15_0_pushpin,
190091,40.537712,-96.103062,Low Clearance,Talmage,NE,68448,LC15,,15 - 0 height clearance,low_15_0_pushpin,
190092,42.851752000000005,-72.555658,Low Clearance,Hinsdale,NH,3451,LC15,,15 - 0 center 11 - 4 edges height clearance,low_15_0_pushpin,
190093,44.651993,-71.562398,Low Clearance,Stratford,NH,3590,LC15,,15 - 0 height clearance,low_15_0_pushpin,
190094,40.08147,-74.86961,Low Clearance,Burlington,NJ,8016,LC15,,15 - 0 height clearance,low_15_0_pushpin,
190095,40.464074,-74.26173399999999,Low Clearance,Amboy,NJ,8879,LC15,,15 - 6 height clearance,low_15_6_pushpin,
190096,40.882490000000004,-74.03607099999999,Low Clearance,Bogota,NJ,7603,LC15,,15 - 0 height clearance,low_15_0_pushpin,
190097,40.738217999999996,-74.075521,Low Clearance,Jersey City,NJ,7306,LC15,,15 - 0 height clearance,low_15_0_pushpin,
190098,36.825672999999995,-108.003253,Low Clearance,Aztec,NM,87410,LC15,,15 - 0 height clearance,low_15_0_pushpin,
190099,42.423487,-75.948623,Low Clearance,Willet,NY,13863,LC15,,15 - 0 height clearance,low_15_0_pushpin,
190100,34.227379,-77.951657,Low Clearance,Wilmington,NC,28401,LC15,,15 - 0 height clearance,low_15_0_pushpin,
190101,40.623083,-82.511301,Low Clearance,Bellville,OH,44813,LC15,,15 - 0 height clearance,low_15_0_pushpin,
190102,41.888077,-80.603086,Low Clearance,Conneaut,OH,44030,LC15,,15 - 0 height clearance,low_15_0_pushpin,
190103,35.921795,-94.83757,Low Clearance,Tahlequah,OK,74464,LC15,,15 - 10 height clearance,low_15_10_pushpin,
190104,36.014913,-96.869284,Low Clearance,Cushing,OK,74023,LC15,,15 - 0 height clearance,low_15_0_pushpin,
190105,36.208935,-95.724722,Low Clearance,Catoosa,OK,74015,LC15,,15 - 4 height clearance,low_15_4_pushpin,
190106,36.307587,-95.959602,Low Clearance,Skiatook,OK,74070,LC15,,15 - 1 height clearance,low_15_1_pushpin,
190107,36.75395,-95.971648,Low Clearance,Bartlesville,OK,74003,LC15,,15 - 4 height clearance,low_15_4_pushpin,
190108,34.957747999999995,-94.738427,Low Clearance,Wister,OK,74966,LC15,,15 - 0 height clearance,low_15_0_pushpin,
190109,34.961689,-94.724144,Low Clearance,Wister,OK,74966,LC15,,15 - 0 height clearance,low_15_0_pushpin,
190110,34.339032,-96.15102900000001,Low Clearance,Atoka,OK,74525,LC15,,15 - 0 height clearance,low_15_0_pushpin,
190111,35.650317,-96.511335,Low Clearance,Depew,OK,74028,LC15,,15 - 0 height clearance,low_15_0_pushpin,
190112,35.683476,-96.41665400000001,Low Clearance,Bristow,OK,74028,LC15,,15 - 0 height clearance,low_15_0_pushpin,
190113,35.646311,-96.175185,Low Clearance,Okmulgee,OK,74447,LC15,,15 - 0 height clearance,low_15_0_pushpin,
190114,35.936899,-95.176949,Low Clearance,Hulbert,OK,74441,LC15,,15 - 7 height clearance,low_15_7_pushpin,
190115,36.556853000000004,-101.152027,Low Clearance,Hardesty,OK,73944,LC15,,15 - 0 height clearance,low_15_0_pushpin,
190116,36.389176,-95.821185,Low Clearance,Collinsville,OK,74021,LC15,,15 - 3 height clearance,low_15_3_pushpin,
190117,34.24907,-95.605475,Low Clearance,Antlers,OK,74523,LC15,,15 - 0 height clearance,low_15_0_pushpin,
190118,34.200453,-95.48635999999999,Low Clearance,Antlers,OK,74523,LC15,,15 - 6 height clearance,low_15_6_pushpin,
190119,33.9414,-94.75887,Low Clearance,Broken Bow,OK,74728,LC15,,15 - 6 height clearance,low_15_6_pushpin,
190120,36.292911,-95.342288,Low Clearance,Pryor,OK,74361,LC15,,15 - 5 height clearance,low_15_5_pushpin,
190121,36.751114,-96.648515,Low Clearance,Shidler,OK,74652,LC15,,15 - 5 height clearance,low_15_5_pushpin,
190122,35.870796999999996,-95.87674200000001,Low Clearance,Bixby,OK,74047,LC15,,15 - 0 height clearance,low_15_0_pushpin,
190123,35.344544,-99.580386,Low Clearance,Sayre,OK,73662,LC15,,15 - 1 height clearance,low_15_1_pushpin,
190124,36.699261,-95.559601,Low Clearance,Nowata,OK,74048,LC15,,15 - 5 height clearance,low_15_5_pushpin,
190125,35.063644000000004,-97.485566,Low Clearance,Washington,OK,73093,LC15,,15 - 2 height clearance,low_15_2_pushpin,
190126,34.838198,-97.405224,Low Clearance,Maysville,OK,73057,LC15,,15 - 2 height clearance,low_15_2_pushpin,
190127,34.859426,-97.68320600000001,Low Clearance,Bradley,OK,73011,LC15,,15 - 6 height clearance,low_15_6_pushpin,
190128,35.814084,-98.525441,Low Clearance,Watonga,OK,73772,LC15,,15 - 0 height clearance,low_15_0_pushpin,
190129,44.091515,-122.71547199999999,Low Clearance,Springfield,OR,97478,LC15,,15 - 5 height clearance,low_15_5_pushpin,
190130,43.980825,-122.966699,Low Clearance,Pleasant Hill,OR,97405,LC15,,15 - 0 height clearance,low_15_0_pushpin,
190131,45.116183,-122.075128,Low Clearance,Estacada,OR,97023,LC15,,15 - 10 height clearance,low_15_10_pushpin,
190132,45.685314,-119.09390800000001,Low Clearance,Echo,OR,97826,LC15,,15 - 0 height clearance,low_15_0_pushpin,
190133,45.538351,-122.377008,Low Clearance,Troutdale,OR,97060,LC15,,15 - 0 height clearance,low_15_0_pushpin,
190134,44.565304,-123.25584099999999,Low Clearance,Corvallis,OR,97333,LC15,,15 - 0 height clearance,low_15_0_pushpin,
190135,40.534043,-79.465541,Low Clearance,Avonmore,PA,15618,LC15,,15 - 0 height clearance,low_15_0_pushpin,
190136,41.371557,-74.697379,Low Clearance,Matamoras,PA,18336,LC15,,15 - 4 height clearance,low_15_4_pushpin,
190137,40.323603000000006,-78.919053,Low Clearance,Johnstown,PA,15901,LC15,,15 - 0 height clearance,low_15_0_pushpin,
190138,40.210425,-74.768612,Low Clearance,Morrisville,PA,19067,LC15,,15 - 0 height clearance,low_15_0_pushpin,
190139,34.950121,-81.942258,Low Clearance,Spartanburg,SC,29301,LC15,,15 - 8 height clearance,low_15_8_pushpin,
190140,35.522971999999996,-89.253431,Low Clearance,Brownsville,TN,38069,LC15,,15 - 0 height clearance,low_15_0_pushpin,
190141,36.049011,-89.557273,Low Clearance,Dyersburg,TN,38024,LC15,,15 - 5 height clearance,low_15_5_pushpin,
190142,36.334579,-83.74217900000001,Low Clearance,Sharps Chapel,TN,37866,LC15,,15 - 0 height clearance,low_15_0_pushpin,
190143,29.308284999999998,-96.103943,Low Clearance,Wharton,TX,77488,LC15,,15 - 6 height clearance,low_15_6_pushpin,
190144,29.713246999999996,-96.547495,Low Clearance,Columbus,TX,78934,LC15,,15 - 6 height clearance,low_15_6_pushpin,
190145,29.853803999999997,-98.40773,Low Clearance,Spring Branch,TX,78070,LC15,,15 - 2 height clearance,low_15_2_pushpin,
190146,29.501421,-98.186327,Low Clearance,Marion,TX,78124,LC15,,15 - 6 height clearance,low_15_6_pushpin,
190147,30.426392,-99.679967,Low Clearance,Junction,TX,76849,LC15,,15 - 8 height clearance,low_15_8_pushpin,
190148,29.205844,-99.902454,Low Clearance,Uvalde,TX,78801,LC15,,15 - 2 height clearance,low_15_2_pushpin,
190149,31.996198,-99.229375,Low Clearance,Burkett,TX,76828,LC15,,15 - 3 height clearance,low_15_3_pushpin,
190150,29.508093,-97.313792,Low Clearance,Gonzales,TX,78629,LC15,,15 - 3 height clearance,low_15_3_pushpin,
190151,29.980176,-93.871742,Low Clearance,Port Arthur,TX,77642,LC15,,15 - 0 height clearance,low_15_0_pushpin,
190152,34.887551,-100.051474,Low Clearance,Wellington,TX,79095,LC15,,15 - 0 height clearance,low_15_0_pushpin,
190153,30.691915,-97.137949,Low Clearance,Rockdale,TX,76567,LC15,,15 - 7 height clearance,low_15_7_pushpin,
190154,30.859856,-95.398517,Low Clearance,Trinity,TX,77320,LC15,,15 - 2 height clearance,low_15_2_pushpin,
190155,31.353275,-98.671869,Low Clearance,Goldthwaite,TX,76844,LC15,,15 - 6 height clearance,low_15_6_pushpin,
190156,29.901225,-96.886752,Low Clearance,Lagrange,TX,78945,LC15,,15 - 6 height clearance,low_15_6_pushpin,
190157,31.218321000000003,-98.564391,Low Clearance,Lometa,TX,76853,LC15,,15 - 6 height clearance,low_15_6_pushpin,
190158,29.70625,-96.536289,Low Clearance,Columbus,TX,78934,LC15,,15 - 6 height clearance,low_15_6_pushpin,
190159,30.853281,-94.197698,Low Clearance,Jasper,TX,75951,LC15,,15 - 4 height clearance,low_15_4_pushpin,
190160,32.272002,-97.663565,Low Clearance,Rainbow,TX,76077,LC15,,15 - 4 height clearance,low_15_4_pushpin,
190161,41.669059999999995,-111.13928600000001,Low Clearance,Randolph,UT,84064,LC15,,15 - 0 height clearance,low_15_0_pushpin,
190162,36.62578,-76.893913,Low Clearance,Franklin,VA,23437,LC15,,15 - 0 height clearance,low_15_0_pushpin,
190163,46.228707,-123.393961,Low Clearance,Cathlamet,WA,98612,LC14,,14 - 10 height clearance,low_14_10_pushpin,
190164,46.631181,-120.51758000000001,Low Clearance,Yakima,WA,98901,LC15,,15 - 0 height clearance,low_15_0_pushpin,
190165,38.309841,-81.561207,Low Clearance,Charleston,WV,25304,LC15,,15 - 0 height clearance,low_15_0_pushpin,
190166,39.20995,-81.159142,Low Clearance,Cairo,WV,26337,LC15,,15 - 0 height clearance,low_15_0_pushpin,
190167,37.673108,-82.279909,Low Clearance,Williamson,WV,41503,LC15,,15 - 0 height clearance,low_15_0_pushpin,
190168,34.718135,-114.484071,Low Clearance,Topock,AZ,86436,LC15,,16 - 8 height clearance,low_16_8_pushpin,
190169,41.682930999999996,-85.961442,Low Clearance,Elkhart,IN,46516,LC15,,16 - 5 height clearance,low_16_5_pushpin,
190170,34.233803,-87.633726,Low Clearance,Haleyville,AL,35565,LC15,,16 - 3 height clearance,low_16_3_pushpin,
190171,34.082594,-118.27290900000001,Low Clearance,Los Angeles,CA,90026,LC15,,16 - 9 height clearance,low_16_9_pushpin,
190172,37.193467999999996,-95.144784,Low Clearance,Oswego,KS,67356,LC15,,16 - 4 height clearance,low_16_4_pushpin,
190173,35.066481,-107.68551000000001,Low Clearance,Grants,NM,87020,LC15,,16 - 4 height clearance,low_16_4_pushpin,
190174,33.998281,-81.018895,Low Clearance,Columbia,SC,29205,LC15,,16 - 1 height clearance,low_16_1_pushpin,
190175,29.778813,-95.44144399999999,Low Clearance,Houston,TX,77007,LC15,,16 - 9 height clearance,low_16_9_pushpin,
190176,31.76033,-95.626502,Low Clearance,Palestine,TX,75801,LC15,,16 - 0 height clearance,low_16_0_pushpin,
190177,32.68528,-95.81600999999999,Low Clearance,Fruitvale,TX,75127,LC15,,16 - 4 height clearance,low_16_4_pushpin,
190178,29.731709000000002,-95.39107299999999,Low Clearance,Houston,TX,77006,LC15,,16 - 9 height clearance,low_16_9_pushpin,
190179,35.563102,-92.194806,Low Clearance,Higden,AR,72067,LC15,,16 - 0 height clearance,low_16_0_pushpin,
190180,35.60549,-91.288678,Low Clearance,Newport,AR,72112,LC15,,16 - 0 height clearance,low_16_0_pushpin,
190181,41.834641999999995,-123.18128700000001,Low Clearance,Seiad Valley,CA,96086,LC15,,16 - 0 height clearance,low_16_0_pushpin,
190182,39.899763,-121.35932700000001,Low Clearance,Belen,CA,95915,LC15,,16 - 5 height clearance,low_16_5_pushpin,
190183,37.928845,-121.32729199999999,Low Clearance,Stockton,CA,95206,LC15,,16 - 0 height clearance,low_16_0_pushpin,
190184,38.507371,-122.88287700000001,Low Clearance,Healdsburg,CA,95448,LC15,,16 - 5 height clearance,low_16_5_pushpin,
190185,41.651471,-71.970316,Low Clearance,Canterbury,CT,6331,LC15,,16 - 0 height clearance,low_16_0_pushpin,
190186,41.756209000000005,-72.886771,Low Clearance,Unionville,CT,6085,LC15,,16 - 4 height clearance,low_16_4_pushpin,
190187,30.320742,-81.658784,Low Clearance,Jacksonvile,FL,32207,LC15,,16 - 0 height clearance,low_16_0_pushpin,
190188,40.298996,-87.87737800000001,Low Clearance,Armstrong,IL,61812,LC15,,16 - 0 height clearance,low_16_0_pushpin,
190189,41.641839000000004,-87.578435,Low Clearance,Chicago,IL,60633,LC15,,16 - 0 height clearance,low_16_0_pushpin,
190190,41.511875,-88.091963,Low Clearance,Joliet,IL,60436,LC15,,16 - 0 height clearance,low_16_0_pushpin,
190191,41.531521999999995,-88.08391999999999,Low Clearance,Joliet,IL,60432,LC15,,16 - 0 height clearance,low_16_0_pushpin,
190192,41.026169,-89.419701,Low Clearance,Lacon,IL,61540,LC15,,16 - 0 height clearance,low_16_0_pushpin,
190193,41.864329,-90.170485,Low Clearance,Fulton,IL,61252,LC15,,16 - 0 height clearance,low_16_0_pushpin,
190194,40.722359999999995,-89.55287,Low Clearance,East Peoria,IL,61611,LC15,,16 - 0 height clearance,low_16_0_pushpin,
190195,40.691399,-89.584913,Low Clearance,Peoria,IL,61602,LC15,,16 - 0 height clearance,low_16_0_pushpin,
190196,41.325328000000006,-89.119934,Low Clearance,Peru,IL,61354,LC15,,16 - 0 height clearance,low_16_0_pushpin,
190197,41.674927000000004,-87.778155,Low Clearance,Palos Heights,IL,60463,LC15,,16 - 0 height clearance,low_16_0_pushpin,
190198,40.633941,-89.620994,Low Clearance,Creve Coeur,IL,61610,LC15,,16 - 0 height clearance,low_16_0_pushpin,
190199,37.693209,-88.135541,Low Clearance,Shawneetown,IL,62984,LC15,,16 - 0 height clearance,low_16_0_pushpin,
190200,41.420202,-88.194464,Low Clearance,Channahon,IL,60410,LC15,,16 - 0 height clearance,low_16_0_pushpin,
190201,38.166554,-86.415894,Low Clearance,Leavenworth,IN,47137,LC15,,16 - 0 height clearance,low_16_0_pushpin,
190202,38.034927,-87.482962,Low Clearance,Evansville,IN,47725,LC15,,16 - 0 height clearance,low_16_0_pushpin,
190203,38.382711,-87.338143,Low Clearance,Petersburg,IN,47567,LC15,,16 - 4 height clearance,low_16_4_pushpin,
190204,40.312871,-85.306765,Low Clearance,Albany,IN,47320,LC15,,16 - 0 height clearance,low_16_0_pushpin,
190205,38.859969,-86.46306700000001,Low Clearance,Bedford,IN,47421,LC15,,16 - 0 height clearance,low_16_0_pushpin,
190206,40.255725,-87.29957399999999,Low Clearance,Williamsport,IN,47993,LC15,,16 - 0 height clearance,low_16_0_pushpin,
190207,41.316955,-92.911233,Low Clearance,Harvey,IA,50119,LC15,,16 - 0 height clearance,low_16_0_pushpin,
190208,37.887127,-84.338401,Low Clearance,Richmond,KY,40475,LC15,,16 - 0 height clearance,low_16_0_pushpin,
190209,30.065503999999997,-93.34764799999999,Low Clearance,Sulphur,LA,70665,LC15,,16 - 0 height clearance,low_16_0_pushpin,
190210,31.314148,-92.44391800000001,Low Clearance,Alexandria,LA,71301,LC15,,16 - 0 height clearance,low_16_0_pushpin,
190211,30.439459999999997,-91.196217,Low Clearance,Baton Rouge,LA,70802,LC15,,16 - 0 height clearance,low_16_0_pushpin,
190212,32.458826,-93.679459,Low Clearance,Shreveport,LA,71105,LC15,,16 - 0 height clearance,low_16_0_pushpin,
190213,42.19491,-72.60119,Low Clearance,Holyoke,MA,1040,LC15,,16 - 0 height clearance,low_16_0_pushpin,
190214,44.057285,-91.639887,Low Clearance,Winona,MN,55987,LC15,,16 - 0 height clearance,low_16_0_pushpin,
190215,39.719668,-91.360152,Low Clearance,Hannibal,MO,63401,LC15,,16 - 4 height clearance,low_16_4_pushpin,
190216,38.656009000000005,-93.240854,Low Clearance,Sedalia,MO,65301,LC15,,16 - 4 height clearance,low_16_4_pushpin,
190217,38.558125,-90.99785899999999,Low Clearance,Marthasville,MO,63357,LC15,,16 - 6 height clearance,low_16_6_pushpin,
190218,45.891552000000004,-111.33686100000001,Low Clearance,Manhattan,MT,59741,LC15,,16 - 0 height clearance,low_16_0_pushpin,
190219,42.654596999999995,-98.04346899999999,Low Clearance,Verdigre,NE,68783,LC15,,16 - 0 height clearance,low_16_0_pushpin,
190220,41.416959999999996,-97.368161,Low Clearance,Columbus,NE,68601,LC15,,16 - 8 height clearance,low_16_8_pushpin,
190221,40.655324,-75.08877199999999,Low Clearance,Bloomsbury,NJ,8804,LC15,,16 - 0 height clearance,low_16_0_pushpin,
190222,39.827246,-75.37047,Low Clearance,Bridgeport,NJ,8014,LC15,,16 - 0 height clearance,low_16_0_pushpin,
190223,40.798715,-74.068768,Low Clearance,Rutherford,NJ,7073,LC15,,16 - 6 height clearance,low_16_6_pushpin,
190224,42.35714,-73.733281,Low Clearance,Stuyvesant Falls,NY,12174,LC15,,16 - 0 height clearance,low_16_0_pushpin,
190225,39.090377000000004,-84.519116,Low Clearance,Cincinnati,OH,45202,LC15,,16 - 0 height clearance,low_16_0_pushpin,
190226,40.601731,-82.474673,Low Clearance,Bellville,OH,44813,LC15,,16 - 0 height clearance,low_16_0_pushpin,
190227,40.714864,-80.544289,Low Clearance,Liverpool,OH,43920,LC15,,16 - 2 height clearance,low_16_2_pushpin,
190228,36.395092,-95.811557,Low Clearance,Collinsville,OK,74053,LC15,,16 - 0 height clearance,low_16_0_pushpin,
190229,34.087501,-95.835724,Low Clearance,Boswell,OK,74727,LC15,,16 - 0 height clearance,low_16_0_pushpin,
190230,35.679691,-96.98174399999999,Low Clearance,Wellston,OK,74881,LC15,,16 - 0 height clearance,low_16_0_pushpin,
190231,33.969898,-95.278544,Low Clearance,Fort Towson,OK,74735,LC15,,16 - 0 height clearance,low_16_0_pushpin,
190232,34.041885,-94.621441,Low Clearance,Broken Bow,OK,74728,LC15,,16 - 5 height clearance,low_16_5_pushpin,
190233,34.234372,-96.976246,Low Clearance,Ardmore,OK,73401,LC15,,16 - 3 height clearance,low_16_3_pushpin,
190234,34.646702000000005,-97.195275,Low Clearance,Wynnewood,OK,73098,LC15,,16 - 3 height clearance,low_16_3_pushpin,
190235,46.191139,-123.84996299999999,Low Clearance,Astoria,OR,97103,LC15,,16 - 2 height clearance,low_16_2_pushpin,
190236,45.427957,-122.232803,Low Clearance,Sandy,OR,97055,LC15,,16 - 0 height clearance,low_16_0_pushpin,
190237,45.166703999999996,-122.15561799999999,Low Clearance,Estacada,OR,97023,LC15,,16 - 0 height clearance,low_16_0_pushpin,
190238,42.581154999999995,-122.60241200000002,Low Clearance,Eagle Point,OR,97524,LC15,,16 - 0 height clearance,low_16_0_pushpin,
190239,43.425251,-124.222548,Low Clearance,North Bend,OR,97459,LC15,,16 - 0 height clearance,low_16_0_pushpin,
190240,43.654138,-123.82505800000001,Low Clearance,Scottsburg,OR,97473,LC15,,16 - 0 height clearance,low_16_0_pushpin,
190241,44.045214,-123.028194,Low Clearance,Eugene,OR,97403,LC15,,16 - 0 height clearance,low_16_0_pushpin,
190242,45.527838,-122.66847299999999,Low Clearance,Portland,OR,97209,LC15,,16 - 5 height clearance,low_16_5_pushpin,
190243,45.12554,-122.078049,Low Clearance,Estacada,OR,97023,LC15,,16 - 0 height clearance,low_16_0_pushpin,
190244,40.564323,-79.77184100000001,Low Clearance,New Kensington,PA,15068,LC15,,16 - 7 height clearance,low_16_7_pushpin,
190245,40.008409,-75.197423,Low Clearance,Philadelphia,PA,19131,LC15,,16 - 2 height clearance,low_16_2_pushpin,
190246,39.897566999999995,-75.212153,Low Clearance,Philadelphia,PA,19153,LC15,,16 - 5 height clearance,low_16_5_pushpin,
190247,40.27469,-75.485124,Low Clearance,Schwenksville,PA,19473,LC15,,16 - 4 height clearance,low_16_4_pushpin,
190248,40.089218,-79.730378,Low Clearance,Perry Township,PA,15473,LC15,,16 - 5 height clearance,low_16_5_pushpin,
190249,45.014751000000004,-100.29464,Low Clearance,Gettysburg,SD,57442,LC15,,16 - 0 height clearance,low_16_0_pushpin,
190250,45.565942,-100.470057,Low Clearance,McLaughlin,SD,57642,LC15,,16 - 0 height clearance,low_16_0_pushpin,
190251,35.78434,-87.52239399999999,Low Clearance,Centerville,TN,37033,LC15,,16 - 0 height clearance,low_16_0_pushpin,
190252,35.080265000000004,-85.218125,Low Clearance,Chattanooga,TN,37406,LC15,,16 - 0 height clearance,low_16_0_pushpin,
190253,35.127993,-90.076398,Low Clearance,Memphis,TN,38106,LC15,,16 - 4 height clearance,low_16_4_pushpin,
190254,36.263646,-86.675087,Low Clearance,Nashville,TN,37115,LC15,,16 - 0 height clearance,low_16_0_pushpin,
190255,29.066351,-97.32139699999999,Low Clearance,Cuero,TX,77954,LC15,,16 - 0 height clearance,low_16_0_pushpin,
190256,32.690394,-99.16504599999999,Low Clearance,Moran,TX,76430,LC15,,16 - 4 height clearance,low_16_4_pushpin,
190257,29.563537,-97.543674,Low Clearance,Gonzales,TX,78629,LC15,,16 - 0 height clearance,low_16_0_pushpin,
190258,30.487463,-99.762491,Low Clearance,Junction,TX,76849,LC15,,16 - 0 height clearance,low_16_0_pushpin,
190259,44.42337,-73.016402,Low Clearance,Richmond,VT,5477,LC15,,16 - 0 height clearance,low_16_0_pushpin,
190260,38.162237,-120.64926000000001,Low Clearance,San Andreas,CA,95249,LC15,,19 - 7 height clearance,low_19_7_pushpin,
190261,36.162483,-95.516188,Low Clearance,Inola,OK,74036,LC15,,18 - 0 height clearance,low_18_0_pushpin,
190262,31.366577000000003,-94.71238199999999,Low Clearance,Lufkin,TX,75901,LC15,,17 - 0 height clearance,low_17_0_pushpin,
190263,29.477719,-98.377865,Low Clearance,San Antonio,TX,78219,LC15,,18 - 0 height clearance,low_18_0_pushpin,
190264,41.83514,-71.361553,Low Clearance,Rumford,RI,2916,LC15,,17 - 0 height clearance,low_17_0_pushpin,
190265,29.520549,-98.396341,Low Clearance,San Antonio,TX,78239,LC15,,23 - 4 height clearance,low_23_0_pushpin,
190266,47.647205,-122.304602,Low Clearance,Seattle,WA,98112,LC15,,18 - 0 height clearance,low_18_0_pushpin,
190267,60.672665,-144.746053,Low Clearance,Cordova,AK,99574,LC15,,24 - 0 height clearance,low_23_0_pushpin,
190268,64.157154,-145.85216499999999,Low Clearance,Delta Junction,AK,99737,LC15,,17 - 0 height clearance,low_17_0_pushpin,
190269,34.496615000000006,-90.587811,Low Clearance,Helena,AR,72342,LC15,,17 - 0 height clearance,low_17_0_pushpin,
190270,35.659273999999996,-92.322014,Low Clearance,Shirley,AR,72153,LC15,,20 - 0 height clearance,low_20_0_pushpin,
190271,40.006691,-121.249453,Low Clearance,Belden,CA,95915,LC15,,17 - 0 height clearance,low_17_0_pushpin,
190272,39.773018,-120.611278,Low Clearance,Graeagle,CA,96103,LC15,,17 - 5 height clearance,low_17_5_pushpin,
190273,37.777041,-122.39052,Low Clearance,San Francisco,CA,94107,LC15,,18 - 2 height clearance,low_18_2_pushpin,
190274,38.823622,-122.88356499999999,Low Clearance,Cloverdale,CA,95425,LC15,,17 - 0 height clearance,low_17_0_pushpin,
190275,38.779057,-123.4996,Low Clearance,Gualala,CA,95445,LC15,,21 - 0 height clearance,low_21_0_pushpin,
190276,37.890644,-121.48846200000001,Low Clearance,Stockton,CA,95206,LC15,,17 - 0 height clearance,low_17_0_pushpin,
190277,38.508688,-122.927034,Low Clearance,Forestville,CA,95436,LC15,,18 - 0 height clearance,low_18_0_pushpin,
190278,37.078148999999996,-105.75625900000001,Low Clearance,San Luis,CO,81152,LC15,,17 - 2 height clearance,low_17_2_pushpin,
190279,41.318965999999996,-72.89797,Low Clearance,New Haven,CT,6511,LC15,,17 - 0 height clearance,low_17_0_pushpin,
